race_id;date;hippodrome;numero;cheval;prob_robin;p_marche_verrou;p_marche_final;resultat;rapport_verrou;rapport_final;verrouillee
20260707-R3C5;2026-07-07;LA CAPELLE;1;LOUPIAC;0.10362;;0.17363;0;;4.9;0
20260707-R3C5;2026-07-07;LA CAPELLE;2;LYANA D'ARC;0.07895;;0.14669;0;;5.8;0
20260707-R3C5;2026-07-07;LA CAPELLE;3;LOVER JULMA;0.10259;;0.09779;0;;8.7;0
20260707-R3C5;2026-07-07;LA CAPELLE;4;LOVELY JENILOU;0.03233;;0.03545;0;;24.0;0
20260707-R3C5;2026-07-07;LA CAPELLE;5;KATY'S TIME;0.13896;;0.08508;0;;10.0;0
20260707-R3C5;2026-07-07;LA CAPELLE;6;LAST DES BROUSSES;0.11036;;0.30385;1;;2.8;0
20260707-R3C5;2026-07-07;LA CAPELLE;7;LUCIOLE DU VERTAIN;0.2325;;0.07734;0;;11.0;0
20260707-R3C5;2026-07-07;LA CAPELLE;8;LISSANDRA JIEL;0.01393;;0.0127;0;;67.0;0
20260707-R3C5;2026-07-07;LA CAPELLE;9;LOZEN DE BANVILLE;0.06969;;0.03039;0;;28.0;0
20260707-R3C5;2026-07-07;LA CAPELLE;10;L'ARC;0.04208;;0.00773;0;;110.0;0
20260707-R3C5;2026-07-07;LA CAPELLE;11;KRACK TER BLEKTE;0.05049;;0.01442;0;;59.0;0
20260707-R3C5;2026-07-07;LA CAPELLE;12;LADY PRINCESS;0.0245;;0.01493;0;;57.0;0
20260707-R3C6;2026-07-07;LA CAPELLE;1;IMMATERIEL D'AM;0.01869;0.0082;0.00534;0;103.0;158.0;1
20260707-R3C6;2026-07-07;LA CAPELLE;2;JACKPOT DES MONTS;0.01522;0.0313;0.01205;0;27.0;70.0;1
20260707-R3C6;2026-07-07;LA CAPELLE;3;JUNTA DES THIRONS;0.05697;0.02061;0.0086;0;41.0;98.0;1
20260707-R3C6;2026-07-07;LA CAPELLE;4;JULIUS ECUS;0.0227;0.01965;0.01405;0;43.0;60.0;1
20260707-R3C6;2026-07-07;LA CAPELLE;5;INCANTATOR;0.05943;0.065;0.07665;0;13.0;11.0;1
20260707-R3C6;2026-07-07;LA CAPELLE;6;IDUNN;0.01468;0.03521;0.01916;0;24.0;44.0;1
20260707-R3C6;2026-07-07;LA CAPELLE;7;JEYMIXE;0.09107;0.07682;0.11242;1;11.0;7.5;1
20260707-R3C6;2026-07-07;LA CAPELLE;8;JUNIOR DU CHERISAY;0.00805;0.02347;0.0076;0;36.0;111.0;1
20260707-R3C6;2026-07-07;LA CAPELLE;9;JAVLAR;0.13001;0.28167;0.35132;0;3.0;2.4;1
20260707-R3C6;2026-07-07;LA CAPELLE;10;JEKILL ROCQ;0.4849;0.14083;0.17566;0;6.0;4.8;1
20260707-R3C6;2026-07-07;LA CAPELLE;11;IRINA DE MONTCEAU;0.01319;0.03018;0.01278;0;28.0;66.0;1
20260707-R3C6;2026-07-07;LA CAPELLE;12;IRON SPIRIT;0.01015;0.0096;0.00527;0;88.0;160.0;1
20260707-R3C6;2026-07-07;LA CAPELLE;13;JACADI BROUETS;0.01797;0.07042;0.04684;0;12.0;18.0;1
20260707-R3C6;2026-07-07;LA CAPELLE;14;ISSI TOP;0.03319;0.07042;0.0272;0;12.0;31.0;1
20260707-R3C6;2026-07-07;LA CAPELLE;15;HEAVEN D'ECAJEUL;0.01714;0.09826;0.11711;0;8.6;7.2;1
20260707-R3C6;2026-07-07;LA CAPELLE;16;GALON D'AMIRAL;0.00665;0.01837;0.00795;0;46.0;106.0;1
20260707-R3C7;2026-07-07;LA CAPELLE;1;ILUCE DE BEAUCAMPS;0.0275;;0.04199;0;21.0;20.0;0
20260707-R3C7;2026-07-07;LA CAPELLE;2;INSERT DES MONTS;0.01308;;0.00604;0;56.0;139.0;0
20260707-R3C7;2026-07-07;LA CAPELLE;3;INSIDE;0.01408;;0.00831;0;45.0;101.0;0
20260707-R3C7;2026-07-07;LA CAPELLE;4;IROKO DU CAIEU;0.05598;;0.05249;0;17.0;16.0;0
20260707-R3C7;2026-07-07;LA CAPELLE;5;ILLICO DES BAUX;0.0313;;0.00923;0;36.0;91.0;0
20260707-R3C7;2026-07-07;LA CAPELLE;6;JARDIN DU ROI;0.47671;;0.27993;0;3.8;3.0;0
20260707-R3C7;2026-07-07;LA CAPELLE;7;JASPE DU DOLLAR;0.02869;;0.15845;0;5.9;5.3;0
20260707-R3C7;2026-07-07;LA CAPELLE;8;JUNKIES MINDS;0.17313;;0.28959;1;2.7;2.9;0
20260707-R3C7;2026-07-07;LA CAPELLE;9;JOYEUX NONNA;0.13292;;0.06998;0;14.0;12.0;0
20260707-R3C7;2026-07-07;LA CAPELLE;10;INFIEL;0.0466;;0.08398;0;7.8;10.0;0
20260707-R3C8;2026-07-07;LA CAPELLE;1;ISIMONEY DU CHENE;0.1305;;0.26339;0;;3.2;0
20260707-R3C8;2026-07-07;LA CAPELLE;3;JET SPE;0.02725;;0.09262;0;;9.1;0
20260707-R3C8;2026-07-07;LA CAPELLE;4;HETRE DU JOUR;0.19802;;0.04214;0;;20.0;0
20260707-R3C8;2026-07-07;LA CAPELLE;5;JOY EASTER;0.11204;;0.21611;0;;3.9;0
20260707-R3C8;2026-07-07;LA CAPELLE;6;JUSTE DE MELLERAY;0.02053;;0.02056;0;;41.0;0
20260707-R3C8;2026-07-07;LA CAPELLE;7;IBLISS MAYBE;0.02874;;0.06483;1;;13.0;0
20260707-R3C8;2026-07-07;LA CAPELLE;8;JOYAUX DE REUX;0.03271;;0.09262;0;;9.1;0
20260707-R3C8;2026-07-07;LA CAPELLE;9;JOEYSTAR DE NIRO;0.08658;;0.02007;0;;42.0;0
20260707-R3C8;2026-07-07;LA CAPELLE;10;JIVE BOY;0.1949;;0.098;0;;8.6;0
20260707-R3C8;2026-07-07;LA CAPELLE;11;JUST LIKE A DREAM;0.16872;;0.08966;0;;9.4;0
20260707-R5C2;2026-07-07;CABOURG;1;LOWE DU BOUILLON;0.0078;;0.00451;0;;188.0;0
20260707-R5C2;2026-07-07;CABOURG;2;MAKAO DE REVE D'OR;0.10253;;0.05658;0;;15.0;0
20260707-R5C2;2026-07-07;CABOURG;3;MULTIPASS;0.00683;;0.01768;0;;48.0;0
20260707-R5C2;2026-07-07;CABOURG;4;LOVELY PIYA;0.09435;;0.1147;0;;7.4;0
20260707-R5C2;2026-07-07;CABOURG;5;LASTRONAUT DANOVER;0.02151;;0.01439;0;;59.0;0
20260707-R5C2;2026-07-07;CABOURG;6;MY LOVE DU VIVIER;0.10357;;0.22336;1;;3.8;0
20260707-R5C2;2026-07-07;CABOURG;7;MARQUIS DU SAPHIR;0.40121;;0.24251;0;;3.5;0
20260707-R5C2;2026-07-07;CABOURG;8;LE BIG JANJAN;0.02044;;0.01369;0;;62.0;0
20260707-R5C2;2026-07-07;CABOURG;9;MISTER ROYAL;0.04914;;0.04042;0;;21.0;0
20260707-R5C2;2026-07-07;CABOURG;10;MY DREAM;0.02406;;0.13262;0;;6.4;0
20260707-R5C2;2026-07-07;CABOURG;12;MAZAR DE VANDEL;0.04892;;0.03858;0;;22.0;0
20260707-R5C2;2026-07-07;CABOURG;13;MYSTIC PARKER;0.02864;;0.00393;0;;216.0;0
20260707-R5C2;2026-07-07;CABOURG;14;MAGIC INSTINCT;0.02427;;0.07073;0;;12.0;0
20260707-R5C2;2026-07-07;CABOURG;15;LOU PRESTANCE;0.02714;;0.00824;0;;103.0;0
20260707-R5C2;2026-07-07;CABOURG;16;MY DREAM DU GRAIS;0.03961;;0.01806;0;;47.0;0
20260707-R5C3;2026-07-07;CABOURG;1;LA VITA VEETA;0.05441;;0.01153;0;;73.0;0
20260707-R5C3;2026-07-07;CABOURG;2;LAMBADA MOIRE;0.04823;;0.01026;0;;82.0;0
20260707-R5C3;2026-07-07;CABOURG;3;LUTECE D'AVIGNERE;0.04485;;0.06011;1;;14.0;0
20260707-R5C3;2026-07-07;CABOURG;4;LUCIOLE DES ARRIS;0.19719;;0.15028;0;;5.6;0
20260707-R5C3;2026-07-07;CABOURG;5;LOLA DU MESNIL;0.05168;;0.18702;0;;4.5;0
20260707-R5C3;2026-07-07;CABOURG;6;LADY DE MELLERAY;0.01236;;0.0069;0;;122.0;0
20260707-R5C3;2026-07-07;CABOURG;7;LAMILA LA HURETRY;0.0311;;0.03117;0;;27.0;0
20260707-R5C3;2026-07-07;CABOURG;8;LAURE DE LORIOL;0.02515;;0.0138;0;;61.0;0
20260707-R5C3;2026-07-07;CABOURG;9;LUMINEUSE WELL;0.05569;;0.08416;0;;10.0;0
20260707-R5C3;2026-07-07;CABOURG;10;LUNIDOLE;0.05903;;0.09564;0;;8.8;0
20260707-R5C3;2026-07-07;CABOURG;11;LERMINE D'OLIVERIE;0.04252;;0.04429;0;;19.0;0
20260707-R5C3;2026-07-07;CABOURG;12;LIESVILE DU VIVIER;0.14327;;0.04676;0;;18.0;0
20260707-R5C3;2026-07-07;CABOURG;13;LOLITA;0.05189;;0.01039;0;;81.0;0
20260707-R5C3;2026-07-07;CABOURG;14;LINEA DE L'ALBA;0.14256;;0.06474;0;;13.0;0
20260707-R5C3;2026-07-07;CABOURG;15;LISA MARIA;0.04007;;0.18295;0;;4.6;0
20260707-R5C5;2026-07-07;CABOURG;1;MARSTON VICTORY;0.03452;;0.04632;0;12.0;18.0;0
20260707-R5C5;2026-07-07;CABOURG;2;MYTHIQUE GEMA;0.48682;;0.32065;0;3.7;2.6;0
20260707-R5C5;2026-07-07;CABOURG;3;MUGARITZ;0.16846;;0.22532;0;4.5;3.7;0
20260707-R5C5;2026-07-07;CABOURG;4;MARQUIS D'ENFER;0.02697;;0.07579;0;10.0;11.0;0
20260707-R5C5;2026-07-07;CABOURG;5;MAESTRO D'IDEF;0.01413;;0.08337;0;12.0;10.0;0
20260707-R5C5;2026-07-07;CABOURG;6;MAESTRO BILOU;0.00875;;0.02138;0;18.0;39.0;0
20260707-R5C5;2026-07-07;CABOURG;7;MAESTRO ECUS;0.07521;;0.06947;0;12.0;12.0;0
20260707-R5C5;2026-07-07;CABOURG;8;MY MILLION ATOUT;0.01093;;0.04168;0;24.0;20.0;0
20260707-R5C5;2026-07-07;CABOURG;9;MYSTERE DES ARRIS;0.03846;;0.04168;0;13.0;20.0;0
20260707-R5C5;2026-07-07;CABOURG;10;MAGIC GARLINOIS;0.04163;;0.01544;0;25.0;54.0;0
20260707-R5C5;2026-07-07;CABOURG;11;MY KLY ERA;0.07741;;0.0397;0;18.0;21.0;0
20260707-R5C5;2026-07-07;CABOURG;12;MYSTIC D'AVE;0.00696;;0.00851;1;50.0;98.0;0
20260707-R5C5;2026-07-07;CABOURG;13;MILTON DU CHATELET;0.00974;;0.01069;0;33.0;78.0;0
20260707-R5C6;2026-07-07;CABOURG;1;NIGHT ERCA;0.0106;;0.01145;0;;74.0;0
20260707-R5C6;2026-07-07;CABOURG;2;NEMESIA;0.57142;;0.07061;0;;12.0;0
20260707-R5C6;2026-07-07;CABOURG;3;NUITEE D'AMOUR;0.03624;;0.10209;0;;8.3;0
20260707-R5C6;2026-07-07;CABOURG;4;NACRE DE MOUTIERS;0.13807;;0.23538;1;;3.6;0
20260707-R5C6;2026-07-07;CABOURG;5;NOA BY STEED;0.05292;;0.06053;0;;14.0;0
20260707-R5C6;2026-07-07;CABOURG;6;NOORDZEE;0.06827;;0.36842;0;;2.3;0
20260707-R5C6;2026-07-07;CABOURG;7;NOBLE AVENUE;0.01116;;0.02922;0;;29.0;0
20260707-R5C6;2026-07-07;CABOURG;8;NEBELINE LEMAN;0.01275;;0.00921;0;;92.0;0
20260707-R5C6;2026-07-07;CABOURG;9;NO ONE DE SOUVELLE;0.00966;;0.01729;0;;49.0;0
20260707-R5C6;2026-07-07;CABOURG;10;NACOMA RUN;0.04369;;0.02492;0;;34.0;0
20260707-R5C6;2026-07-07;CABOURG;12;NO LIMIT ERCA;0.00711;;0.01033;0;;82.0;0
20260707-R5C6;2026-07-07;CABOURG;13;NIEBLA;0.02305;;0.04035;0;;21.0;0
20260707-R5C6;2026-07-07;CABOURG;14;NORMA DE CAHOT;0.01505;;0.02018;0;;42.0;0
20260707-R5C8;2026-07-07;CABOURG;1;JOVIAL DE VENEL;0.05083;0.04021;0.02903;0;21.0;29.0;1
20260707-R5C8;2026-07-07;CABOURG;2;JIVAGO TURGOT;0.03352;0.01111;0.01052;0;76.0;80.0;1
20260707-R5C8;2026-07-07;CABOURG;3;JUBEO VEDAQUAIS;0.0449;0.06031;0.04431;0;14.0;19.0;1
20260707-R5C8;2026-07-07;CABOURG;4;KIPLING IRON;0.01449;0.01017;0.00674;0;83.0;125.0;1
20260707-R5C8;2026-07-07;CABOURG;5;KOM KHALEESI;0.08557;0.14559;0.15034;0;5.8;5.6;1
20260707-R5C8;2026-07-07;CABOURG;6;JOKER DU RANCH;0.01495;0.01689;0.01153;0;50.0;73.0;1
20260707-R5C8;2026-07-07;CABOURG;7;JOESTAR DES NOES;0.01377;0.04444;0.03368;0;19.0;25.0;1
20260707-R5C8;2026-07-07;CABOURG;8;KALYPSO DREAM;0.1073;0.18356;0.28063;0;4.6;3.0;1
20260707-R5C8;2026-07-07;CABOURG;9;KAILASH ARCTIC;0.03019;0.07676;0.06476;0;11.0;13.0;1
20260707-R5C8;2026-07-07;CABOURG;10;IROISE DES BAULTS;0.06737;0.04222;0.02806;0;20.0;30.0;1
20260707-R5C8;2026-07-07;CABOURG;11;JADE FOR EVER;0.01387;0.01141;0.00745;0;74.0;113.0;1
20260707-R5C8;2026-07-07;CABOURG;12;KATIA DE MUZE;0.05438;0.09488;0.12952;1;8.9;6.5;1
20260707-R5C8;2026-07-07;CABOURG;13;INCOGNITO;0.21968;0.05629;0.04431;0;15.0;19.0;1
20260707-R5C8;2026-07-07;CABOURG;14;HARIBELLE DANOVER;0.01775;0.01593;0.00946;0;53.0;89.0;1
20260707-R5C8;2026-07-07;CABOURG;15;ISMIR DE L'ORMERIE;0.20447;0.12991;0.09354;0;6.5;9.0;1
20260707-R5C8;2026-07-07;CABOURG;16;IRON MAN;0.02696;0.06031;0.05613;0;14.0;15.0;1
20260708-R1C1;2026-07-08;PORNICHET;1;NINJA DES BROUETS;0.08365;;0.04471;0;;19.0;0
20260708-R1C1;2026-07-08;PORNICHET;2;NOOPY MADRIK;0.13375;;0.01544;0;;55.0;0
20260708-R1C1;2026-07-08;PORNICHET;3;NIMBUS DE LERINS;0.00959;;0.00999;0;;85.0;0
20260708-R1C1;2026-07-08;PORNICHET;4;NOBLE D'ATOUT;0.03732;;0.24984;0;;3.4;0
20260708-R1C1;2026-07-08;PORNICHET;5;NANOVERO;0.00791;;0.00787;0;;108.0;0
20260708-R1C1;2026-07-08;PORNICHET;6;NORD CAP;0.03635;;0.03861;0;;22.0;0
20260708-R1C1;2026-07-08;PORNICHET;7;NEPTUNE DE JEAN;0.04824;;0.12679;1;;6.7;0
20260708-R1C1;2026-07-08;PORNICHET;8;NIL DAIRPET;0.03403;;0.04471;0;;19.0;0
20260708-R1C1;2026-07-08;PORNICHET;9;NEPHRODITE;0.05613;;0.08581;0;;9.9;0
20260708-R1C1;2026-07-08;PORNICHET;10;NAPOLI DU DIGEON;0.03484;;0.01089;0;;78.0;0
20260708-R1C1;2026-07-08;PORNICHET;11;NILSON DU CLOS;0.39403;;0.12135;0;;7.0;0
20260708-R1C1;2026-07-08;PORNICHET;12;NAJA DU PONT;0.0724;;0.22959;0;;3.7;0
20260708-R1C1;2026-07-08;PORNICHET;13;NICOLAS;0.05176;;0.0144;0;;59.0;0
20260708-R1C2;2026-07-08;PORNICHET;1;MELODIE DES ARCS;0.00701;;0.00461;0;;184.0;0
20260708-R1C2;2026-07-08;PORNICHET;2;MELODIE D'ESPOIR;0.07521;;0.02927;0;;29.0;0
20260708-R1C2;2026-07-08;PORNICHET;3;MEAULNES DU BRAY;0.07319;;0.10884;0;;7.8;0
20260708-R1C2;2026-07-08;PORNICHET;4;MILOU DE TOUCHYVON;0.12763;;0.08489;0;;10.0;0
20260708-R1C2;2026-07-08;PORNICHET;5;MISUA BARTH;0.0329;;0.02234;0;;38.0;0
20260708-R1C2;2026-07-08;PORNICHET;6;MILAMONDINA;0.04616;;0.07074;0;;12.0;0
20260708-R1C2;2026-07-08;PORNICHET;7;MALICE DU GERS;0.0315;;0.00954;0;;89.0;0
20260708-R1C2;2026-07-08;PORNICHET;8;MISS EXCELLENCE;0.02189;;0.00562;0;;151.0;0
20260708-R1C2;2026-07-08;PORNICHET;9;MOSTRA DU TRIO;0.16247;;0.11957;0;;7.1;0
20260708-R1C2;2026-07-08;PORNICHET;10;MILONGA DE LOU;0.03022;;0.01213;0;;70.0;0
20260708-R1C2;2026-07-08;PORNICHET;11;MELEA DU CHENE;0.10897;;0.04245;0;;20.0;0
20260708-R1C2;2026-07-08;PORNICHET;12;MADAME D'OURVILLE;0.15621;;0.42446;1;;2.0;0
20260708-R1C2;2026-07-08;PORNICHET;13;MAESTRIA DE YEDRAG;0.01614;;0.00894;0;;95.0;0
20260708-R1C2;2026-07-08;PORNICHET;14;MELODIE DE OUF;0.11049;;0.0566;0;;15.0;0
20260708-R1C4;2026-07-08;PORNICHET;1;JORPHEA D'ESPOIR;0.04608;;0.26576;0;;3.2;0
20260708-R1C4;2026-07-08;PORNICHET;2;IZI D'OR DU VINOIS;0.01648;;0.0315;0;;27.0;0
20260708-R1C4;2026-07-08;PORNICHET;3;JOELLA BELLA;0.51829;;0.21806;1;;3.9;0
20260708-R1C4;2026-07-08;PORNICHET;4;JOW PIQUENARD;0.08401;;0.12885;0;;6.6;0
20260708-R1C4;2026-07-08;PORNICHET;5;IZAAC D'HAVAROCHE;0.0064;;0.00445;0;;191.0;0
20260708-R1C4;2026-07-08;PORNICHET;6;JOLIE QUEEN;0.02314;;0.01809;0;;47.0;0
20260708-R1C4;2026-07-08;PORNICHET;7;IBAN DE KARA;0.0197;;0.01772;0;;48.0;0
20260708-R1C4;2026-07-08;PORNICHET;8;HIBISCUS DE MAISY;0.00729;;0.00387;0;;220.0;0
20260708-R1C4;2026-07-08;PORNICHET;9;JADESKA;0.00718;;0.00886;0;;96.0;0
20260708-R1C4;2026-07-08;PORNICHET;10;ISARIO VENESI;0.12688;;0.06074;0;;14.0;0
20260708-R1C4;2026-07-08;PORNICHET;11;JILBOUR DEFONTAINE;0.06169;;0.13941;0;;6.1;0
20260708-R1C4;2026-07-08;PORNICHET;12;INDIEN EMJI;0.02209;;0.01104;0;;77.0;0
20260708-R1C4;2026-07-08;PORNICHET;13;INTREPIDE NEMO;0.00923;;0.00445;0;;191.0;0
20260708-R1C4;2026-07-08;PORNICHET;14;JACKSON TOUCH;0.0191;;0.02501;0;;34.0;0
20260708-R1C4;2026-07-08;PORNICHET;15;JET DES BAUX;0.01117;;0.00549;0;;155.0;0
20260708-R1C4;2026-07-08;PORNICHET;16;JOKER DE MARZY;0.02127;;0.05669;0;;15.0;0
20260708-R1C5;2026-07-08;PORNICHET;1;JEU MAJYC;0.0131;0.00714;0.00509;0;117.0;163.0;1
20260708-R1C5;2026-07-08;PORNICHET;2;JASMIN PHIL;0.01398;0.01739;0.01456;0;48.0;57.0;1
20260708-R1C5;2026-07-08;PORNICHET;3;IBIS D'AUVRECY;0.0254;0.01518;0.01064;0;55.0;78.0;1
20260708-R1C5;2026-07-08;PORNICHET;4;ILLICO PRESTO FAC;0.02467;0.03211;0.0332;0;26.0;25.0;1
20260708-R1C5;2026-07-08;PORNICHET;5;IDEAL DU LERRE;0.01762;0.0167;0.01122;0;50.0;74.0;1
20260708-R1C5;2026-07-08;PORNICHET;6;JEAN MADRIK;0.01587;0.01057;0.00703;0;79.0;118.0;1
20260708-R1C5;2026-07-08;PORNICHET;7;JONQUILLE DE MEAT;0.01818;0.04911;0.03773;0;17.0;22.0;1
20260708-R1C5;2026-07-08;PORNICHET;8;JOLYDOLE;0.04552;0.14648;0.14823;0;5.7;5.6;1
20260708-R1C5;2026-07-08;PORNICHET;9;JUSSEO;0.22088;0.41747;0.46116;1;2.0;1.8;1
20260708-R1C5;2026-07-08;PORNICHET;10;JAGUAR DU FAN;0.08676;0.08349;0.08301;0;10.0;10.0;1
20260708-R1C5;2026-07-08;PORNICHET;11;JIMINY CRICKET;0.20264;0.05566;0.05188;0;15.0;16.0;1
20260708-R1C5;2026-07-08;PORNICHET;12;ILMAT DES KECHES;0.2818;0.06958;0.05929;0;12.0;14.0;1
20260708-R1C5;2026-07-08;PORNICHET;13;IOUPY TOLLEVILLE;0.01629;0.05218;0.05929;0;16.0;14.0;1
20260708-R1C5;2026-07-08;PORNICHET;14;IVOIRE DAIRPET;0.0173;0.02693;0.01766;0;31.0;47.0;1
20260708-R1C6;2026-07-08;PORNICHET;1;KAFU;0.02063;;0.03512;0;15.0;24.0;0
20260708-R1C6;2026-07-08;PORNICHET;2;KORIGANE D'ERABLE;0.08565;;0.11091;0;7.6;7.6;0
20260708-R1C6;2026-07-08;PORNICHET;3;KOWEIT DE CHENU;0.04074;;0.04958;0;12.0;17.0;0
20260708-R1C6;2026-07-08;PORNICHET;4;KEMILLA DE BRION;0.10534;;0.18732;0;6.1;4.5;0
20260708-R1C6;2026-07-08;PORNICHET;5;KASPAROVA;0.01192;;0.01041;0;35.0;81.0;0
20260708-R1C6;2026-07-08;PORNICHET;6;UNDERGROUND ARTIST;0.02565;;0.02907;0;24.0;29.0;0
20260708-R1C6;2026-07-08;PORNICHET;7;KLEMS DE JAVIE;0.03846;;0.04683;0;13.0;18.0;0
20260708-R1C6;2026-07-08;PORNICHET;8;KUEENTRASS;0.07413;;0.14533;0;7.2;5.8;0
20260708-R1C6;2026-07-08;PORNICHET;9;KENISA;0.01693;;0.0072;0;55.0;117.0;0
20260708-R1C6;2026-07-08;PORNICHET;10;KARMEN DE MONTCEAU;0.02923;;0.04014;0;14.0;21.0;0
20260708-R1C6;2026-07-08;PORNICHET;11;ONAS SPARTACUS;0.08087;;0.00835;0;77.0;101.0;0
20260708-R1C6;2026-07-08;PORNICHET;12;LOVEISLOVE PELLINI;0.0133;;0.00555;0;80.0;152.0;0
20260708-R1C6;2026-07-08;PORNICHET;13;KOPA VRIE;0.45715;;0.3242;1;3.0;2.6;0
20260708-R1C7;2026-07-08;PORNICHET;1;LADY MAURE;0.03505;;0.01843;0;;45.0;0
20260708-R1C7;2026-07-08;PORNICHET;2;LUGANO DE HOUELLE;0.48443;;0.51822;0;;1.6;0
20260708-R1C7;2026-07-08;PORNICHET;3;LET'S GO SMART;0.03053;;0.01564;0;;53.0;0
20260708-R1C7;2026-07-08;PORNICHET;4;LUDO PAROYO;0.0314;;0.17274;0;;4.8;0
20260708-R1C7;2026-07-08;PORNICHET;5;LADY DU VALLON;0.07564;;0.02073;0;;40.0;0
