race_id;date;hippodrome;numero;cheval;prob_robin;p_marche_verrou;p_marche_final;resultat;rapport_verrou;rapport_final;verrouillee
20260801-R3C5;2026-08-01;ENGHIEN;4;LUNE LUMALO;0.06433;0.06054;0.05675;0;14.0;15.0;1
20260801-R3C5;2026-08-01;ENGHIEN;5;LOLLIPOP DU CEBE;0.06533;0.10336;0.15477;1;8.2;5.5;1
20260801-R3C5;2026-08-01;ENGHIEN;6;LOBBY MESLOIS;0.05278;0.2018;0.19796;0;4.2;4.3;1
20260801-R3C5;2026-08-01;ENGHIEN;7;LAUTREC QUICK;0.14595;0.01021;0.00595;0;83.0;143.0;1
20260801-R3C5;2026-08-01;ENGHIEN;8;LUCERO TEJY;0.05541;0.02923;0.01935;0;29.0;44.0;1
20260801-R3C5;2026-08-01;ENGHIEN;9;LOOPING MIL;0.08464;0.09017;0.08776;0;9.4;9.7;1
20260801-R3C5;2026-08-01;ENGHIEN;10;L'AS DES CARAIBES;0.21786;0.13894;0.09673;0;6.1;8.8;1
20260801-R3C6;2026-08-01;ENGHIEN;1;ISIGNY DANCE;0.01387;0.01174;0.01124;0;72.0;75.0;1
20260801-R3C6;2026-08-01;ENGHIEN;2;ICEBERG BI;0.01728;0.03843;0.03373;0;22.0;25.0;1
20260801-R3C6;2026-08-01;ENGHIEN;3;NOBEL VENESI;0.03743;0.03131;0.02555;0;27.0;33.0;1
20260801-R3C6;2026-08-01;ENGHIEN;4;US DARBY;0.18407;0.07046;0.07666;0;12.0;11.0;1
20260801-R3C6;2026-08-01;ENGHIEN;5;NEO VANILLA;0.03077;0.01243;0.01259;0;68.0;67.0;1
20260801-R3C6;2026-08-01;ENGHIEN;6;NOB HILL;0.03891;0.11426;0.10812;0;7.4;7.8;1
20260801-R3C6;2026-08-01;ENGHIEN;7;NEBRASKA DE GINIER;0.61325;0.60393;0.60236;1;1.4;1.4;1
20260801-R3C6;2026-08-01;ENGHIEN;8;NAT KING COLE;0.06442;0.11743;0.12974;0;7.2;6.5;1
20260801-R3C7;2026-08-01;ENGHIEN;1;KARAMBA KARACHO;0.01351;0.01251;0.00624;0;68.0;135.0;1
20260801-R3C7;2026-08-01;ENGHIEN;2;KERVELEAN;0.06906;0.09667;0.06018;0;8.8;14.0;1
20260801-R3C7;2026-08-01;ENGHIEN;3;KOKA DU DOUET;0.04968;0.04051;0.02277;0;21.0;37.0;1
20260801-R3C7;2026-08-01;ENGHIEN;4;KYSKO DE FAEL;0.27084;0.11815;0.10665;0;7.2;7.9;1
20260801-R3C7;2026-08-01;ENGHIEN;5;KENOR DESBOIS;0.01853;0.03545;0.02277;0;24.0;37.0;1
20260801-R3C7;2026-08-01;ENGHIEN;6;KEMPEL DE GUEZ;0.10558;0.03403;0.01793;0;25.0;47.0;1
20260801-R3C7;2026-08-01;ENGHIEN;7;KNOW EVER;0.04792;0.30382;0.49562;0;2.8;1.7;1
20260801-R3C7;2026-08-01;ENGHIEN;8;KING BABEL;0.32963;0.16051;0.10151;1;5.3;8.3;1
20260801-R3C7;2026-08-01;ENGHIEN;9;KOCKTAIL WOOD;0.02226;0.06544;0.06481;0;13.0;13.0;1
20260801-R3C7;2026-08-01;ENGHIEN;10;KING FROMENTRO;0.07299;0.13292;0.10151;0;6.4;8.3;1
20260801-R3C8;2026-08-01;ENGHIEN;1;MELLOW SPEED;0.25862;0.28019;0.25543;1;3.0;3.3;1
20260801-R3C8;2026-08-01;ENGHIEN;2;MAHARAJA ATOUT;0.09338;0.02802;0.04215;0;30.0;20.0;1
20260801-R3C8;2026-08-01;ENGHIEN;3;MOUFFETARD;0.03262;0.01955;0.01505;0;43.0;56.0;1
20260801-R3C8;2026-08-01;ENGHIEN;4;MANASLU;0.04419;0.0191;0.02907;0;44.0;29.0;1
20260801-R3C8;2026-08-01;ENGHIEN;5;GINGER GIO;0.07355;0.02712;0.01405;0;31.0;60.0;1
20260801-R3C8;2026-08-01;ENGHIEN;6;MOJITO FRAISE;0.1119;0.02335;0.01453;0;36.0;58.0;1
20260801-R3C8;2026-08-01;ENGHIEN;8;MY PRINCESS;0.02897;0.04424;0.02634;0;19.0;32.0;1
20260801-R3C8;2026-08-01;ENGHIEN;9;MONZON NORMAND;0.01458;0.01715;0.01155;0;49.0;73.0;1
20260801-R3C8;2026-08-01;ENGHIEN;10;MAGNUM DU CHOQUEL;0.02662;0.01648;0.00916;0;51.0;92.0;1
20260801-R3C8;2026-08-01;ENGHIEN;11;GOLDEN GIO;0.0387;0.22718;0.27191;0;3.7;3.1;1
20260801-R3C8;2026-08-01;ENGHIEN;12;MENTOR DE PLAY;0.07343;0.07642;0.07663;0;11.0;11.0;1
20260801-R3C8;2026-08-01;ENGHIEN;13;MAGIC MAN;0.20345;0.2212;0.23414;0;3.8;3.6;1
20260801-R5C1;2026-08-01;VICHY;1;IVRE DE TOI;0.01688;0.01727;0.00958;0;49.0;88.0;1
20260801-R5C1;2026-08-01;VICHY;2;ILIANO DES PLAINES;0.0111;0.02564;0.01506;0;33.0;56.0;1
20260801-R5C1;2026-08-01;VICHY;3;IMPARTIAL;0.01866;0.02226;0.01405;0;38.0;60.0;1
20260801-R5C1;2026-08-01;VICHY;4;INESKA;0.09809;0.07691;0.07666;0;11.0;11.0;1
20260801-R5C1;2026-08-01;VICHY;5;GERONIMO MATICA;0.05199;0.0705;0.05622;0;12.0;15.0;1
20260801-R5C1;2026-08-01;VICHY;6;INTELLO DE CHENU;0.01514;0.04453;0.02635;0;19.0;32.0;1
20260801-R5C1;2026-08-01;VICHY;7;IXELLE BLEUE;0.0585;0.13646;0.13385;0;6.2;6.3;1
20260801-R5C1;2026-08-01;VICHY;8;IMPERIAL BEJI;0.52401;0.28201;0.38329;0;3.0;2.2;1
20260801-R5C1;2026-08-01;VICHY;9;HEROS D'YVEL;0.0239;0.03133;0.0272;0;27.0;31.0;1
20260801-R5C1;2026-08-01;VICHY;10;IDOLE DE MEAT;0.02341;0.12627;0.09475;0;6.7;8.9;1
20260801-R5C1;2026-08-01;VICHY;11;HELIOS SOMOLLI;0.03824;0.10575;0.12401;0;8.0;6.8;1
20260801-R5C1;2026-08-01;VICHY;12;HAPPY FACE;0.0578;0.03022;0.02219;0;28.0;38.0;1
20260801-R5C1;2026-08-01;VICHY;13;FOX PAPA TANGO;0.02845;0.01459;0.00958;0;58.0;88.0;1
20260801-R5C1;2026-08-01;VICHY;14;HARMONY LA NUIT;0.03383;0.01627;0.00721;1;52.0;117.0;1
20260801-R5C2;2026-08-01;VICHY;1;LEGENDE GAMES;0.05713;0.09323;0.09773;0;9.0;8.6;1
20260801-R5C2;2026-08-01;VICHY;2;LUCIUS DE PUCH;0.05734;0.14467;0.1648;0;5.8;5.1;1
20260801-R5C2;2026-08-01;VICHY;3;LE MAC;0.03456;0.02543;0.01715;0;33.0;49.0;1
20260801-R5C2;2026-08-01;VICHY;4;LE SAP;0.05598;0.11654;0.08847;0;7.2;9.5;1
20260801-R5C2;2026-08-01;VICHY;5;LORD JULRY;0.53091;0.14467;0.27112;1;5.8;3.1;1
20260801-R5C2;2026-08-01;VICHY;6;LARA CROFT;0.17485;0.41953;0.31129;0;2.0;2.7;1
20260801-R5C2;2026-08-01;VICHY;7;LEADER DE JOUDES;0.08923;0.05594;0.04944;0;15.0;17.0;1
20260801-R5C3;2026-08-01;VICHY;1;JEDI DES BROUETS;0.01541;0.02654;0.01381;0;32.0;61.0;1
20260801-R5C3;2026-08-01;VICHY;2;JACKSON D'ARC;0.04316;0.02654;0.02161;0;32.0;39.0;1
20260801-R5C3;2026-08-01;VICHY;3;KANDIE D'ORCO;0.02499;0.01846;0.01258;0;46.0;67.0;1
20260801-R5C3;2026-08-01;VICHY;4;JOB DES LOUANGES;0.04298;0.09034;0.08426;0;9.4;10.0;1
20260801-R5C3;2026-08-01;VICHY;5;JAVA DES CAILLONS;0.26513;0.07077;0.08426;0;12.0;10.0;1
20260801-R5C3;2026-08-01;VICHY;6;JOBALASKO BLEU;0.04159;0.12131;0.11703;0;7.0;7.2;1
20260801-R5C3;2026-08-01;VICHY;7;JALISCO FLIGNY;0.01218;0.01516;0.0117;0;56.0;72.0;1
20260801-R5C3;2026-08-01;VICHY;8;KORONA DELADOU;0.01462;0.11633;0.09363;0;7.3;9.0;1
20260801-R5C3;2026-08-01;VICHY;9;JURAE VET;0.01281;0.01887;0.01015;0;45.0;83.0;1
20260801-R5C3;2026-08-01;VICHY;10;KOUREAS D'ELA;0.48024;0.40438;0.42132;1;2.1;2.0;1
20260801-R5C3;2026-08-01;VICHY;11;JEREMY D'AS;0.04689;0.09131;0.12964;0;9.3;6.5;1
20260801-R5C4;2026-08-01;VICHY;1;KEOPS BEGONIA;0.02413;0.20254;0.09031;1;4.2;9.4;1
20260801-R5C4;2026-08-01;VICHY;2;INVICTUS ELLIS;0.20998;0.10008;0.06064;0;8.5;14.0;1
20260801-R5C4;2026-08-01;VICHY;3;HULK DU SABLIER;0.01851;0.0181;0.00732;0;47.0;116.0;1
20260801-R5C4;2026-08-01;VICHY;4;KEZURA LORRAINE;0.2973;0.22386;0.40424;0;3.8;2.1;1
20260801-R5C4;2026-08-01;VICHY;5;JE REVE DE TOI;0.09356;0.22991;0.27384;0;3.7;3.1;1
20260801-R5C4;2026-08-01;VICHY;6;HARIBELO DE NUIT;0.01908;0.0181;0.02294;0;47.0;37.0;1
20260801-R5C4;2026-08-01;VICHY;7;KOOPLES ERA;0.11;0.04253;0.01886;0;20.0;45.0;1
20260801-R5C4;2026-08-01;VICHY;8;IGOR DE BOITRON;0.12918;0.03867;0.04994;0;22.0;17.0;1
20260801-R5C4;2026-08-01;VICHY;9;KLOE DU ROUEZO;0.0725;0.06076;0.05306;0;14.0;16.0;1
20260801-R5C4;2026-08-01;VICHY;10;IMPHY;0.02576;0.06544;0.01886;0;13.0;45.0;1
20260801-R5C5;2026-08-01;VICHY;2;MADRILENE;0.02069;0.01181;0.00717;0;72.0;117.0;1
20260801-R5C5;2026-08-01;VICHY;3;MONSIEUR DARLING;0.01319;0.0135;0.00964;0;63.0;87.0;1
20260801-R5C5;2026-08-01;VICHY;4;MESTA ATALANTE;0.0157;0.02658;0.0131;0;32.0;64.0;1
20260801-R5C5;2026-08-01;VICHY;5;MARELLA DALEO;0.00751;0.02127;0.0101;0;40.0;83.0;1
20260801-R5C5;2026-08-01;VICHY;6;MIROITANTE DE PADD;0.07882;0.03403;0.02995;0;25.0;28.0;1
20260801-R5C5;2026-08-01;VICHY;7;MENHIR;0.13278;0.10502;0.11813;0;8.1;7.1;1
20260801-R5C5;2026-08-01;VICHY;8;MARQUIS DU SAPHIR;0.19515;0.08507;0.05591;1;10.0;15.0;1
20260801-R5C5;2026-08-01;VICHY;9;MYLEY ELDE;0.19922;0.11653;0.16445;0;7.3;5.1;1
20260801-R5C5;2026-08-01;VICHY;10;MILLENIUM;0.06327;0.05004;0.11183;0;17.0;7.5;1
20260801-R5C5;2026-08-01;VICHY;11;MEDEE DU VIVIER;0.02114;0.02658;0.01784;0;32.0;47.0;1
20260801-R5C5;2026-08-01;VICHY;12;MINNEAPOLIS;0.04349;0.03699;0.02046;0;23.0;41.0;1
20260801-R5C5;2026-08-01;VICHY;13;MUST DE BANVILLE;0.20905;0.47259;0.44142;0;1.8;1.9;1
20260801-R5C6;2026-08-01;VICHY;1;MUSE DE VANDEL;0.02397;0.0405;0.01918;0;21.0;44.0;1
20260801-R5C6;2026-08-01;VICHY;2;MARQUIS SOMOLLI;0.01704;0.14176;0.09276;1;6.0;9.1;1
20260801-R5C6;2026-08-01;VICHY;3;MONCOEUR DE DYPP;0.35694;0.2658;0.29108;0;3.2;2.9;1
20260801-R5C6;2026-08-01;VICHY;4;MERKEL DE CURBINS;0.10748;0.15751;0.13399;0;5.4;6.3;1
20260801-R5C6;2026-08-01;VICHY;5;MAJOR SAUTONNE;0.29441;0.13501;0.22814;0;6.3;3.7;1
20260801-R5C6;2026-08-01;VICHY;6;MONTOYA;0.02333;0.03038;0.01655;0;28.0;51.0;1
20260801-R5C6;2026-08-01;VICHY;7;MERITE;0.01352;0.0135;0.00599;0;63.0;141.0;1
20260801-R5C6;2026-08-01;VICHY;8;MISTRAL DU REGENCY;0.07352;0.08953;0.12059;0;9.5;7.0;1
20260801-R5C6;2026-08-01;VICHY;9;MUSTANG VENESI;0.03397;0.02363;0.02814;0;36.0;30.0;1
20260801-R5C6;2026-08-01;VICHY;10;MILADY OAKS;0.01193;0.0315;0.01082;0;27.0;78.0;1
20260801-R5C6;2026-08-01;VICHY;11;MISTER CITY;0.04388;0.07088;0.05276;0;12.0;16.0;1
20260801-R5C7;2026-08-01;VICHY;1;NOBLE DE TESSEL;0.02564;0.01245;0.00839;0;68.0;101.0;1
20260801-R5C7;2026-08-01;VICHY;2;NORD INTENSE;0.02564;0.01283;0.00725;0;66.0;117.0;1
20260801-R5C7;2026-08-01;VICHY;3;NIAGARA DE MARZY;0.02429;0.0146;0.00986;0;58.0;86.0;1
20260801-R5C7;2026-08-01;VICHY;4;NEC DES PLANS;0.25891;0.166;0.23549;0;5.1;3.6;1
20260801-R5C7;2026-08-01;VICHY;5;NAIROBI DE CHENU;0.05106;0.08639;0.07707;0;9.8;11.0;1
20260801-R5C7;2026-08-01;VICHY;6;NICE HEIDY SANTA;0.04143;0.2731;0.15414;1;3.1;5.5;1
20260801-R5C7;2026-08-01;VICHY;7;NOBLE CHARM;0.02314;0.04456;0.02569;0;19.0;33.0;1
20260801-R5C7;2026-08-01;VICHY;8;NOBLE SAUTONNE;0.2154;0.10079;0.08651;0;8.4;9.8;1
20260801-R5C7;2026-08-01;VICHY;9;NEVENE CHALEONAISE;0.26402;0.06047;0.05652;0;14.0;15.0;1
20260801-R5C7;2026-08-01;VICHY;10;NIKYTA CIBEL;0.07047;0.22881;0.3391;0;3.7;2.5;1
20260801-R9C1;2026-08-01;CAGNES/MER;1;NUMBER ONE BOND;0.01889;0.00668;0.01477;0;126.0;57.0;1
20260801-R9C1;2026-08-01;CAGNES/MER;2;NIKOS EXPRESS;0.03641;0.00668;0.0165;0;126.0;51.0;1
20260801-R9C1;2026-08-01;CAGNES/MER;3;NECTAR DE FAEL;0.03322;0;0.00825;0;;102.0;1
20260801-R9C1;2026-08-01;CAGNES/MER;4;NIKY DE LA CROU;0.13064;0;0.02715;0;;31.0;1
20260801-R9C1;2026-08-01;CAGNES/MER;5;NOTCH UP;0.08792;0.21574;0.35071;0;3.9;2.4;1
20260801-R9C1;2026-08-01;CAGNES/MER;6;NICE PARIS;0.03512;0.07649;0.10521;0;11.0;8.0;1
20260801-R9C1;2026-08-01;CAGNES/MER;7;NARUTO WILLIAMS;0.06069;0.2274;0.14028;0;3.7;6.0;1
20260801-R9C1;2026-08-01;CAGNES/MER;8;NOMADO;0.41589;0.32361;0.25506;1;2.6;3.3;1
20260801-R9C1;2026-08-01;CAGNES/MER;9;NOBEL DE FAEL;0.11707;0.00668;0.01014;0;126.0;83.0;1
20260801-R9C1;2026-08-01;CAGNES/MER;10;NIKO PLEIN CHENE;0.04858;0.08414;0.03826;0;10.0;22.0;1
20260801-R9C1;2026-08-01;CAGNES/MER;11;NORTHERN WAY;0.01557;0.05259;0.03367;0;16.0;25.0;1
20260801-R9C2;2026-08-01;CAGNES/MER;1;HAMLET DE L'ITON;0.05581;0;0.01967;0;;43.0;1
20260801-R9C2;2026-08-01;CAGNES/MER;2;IRMOSA BELLA;0.17085;0;0.04027;0;;21.0;1
20260801-R9C2;2026-08-01;CAGNES/MER;3;IMPACTDARCHE;0.12203;0.00896;0.02487;0;93.0;34.0;1
20260801-R9C2;2026-08-01;CAGNES/MER;4;IN PETTO;0.40502;0.49041;0.35238;1;1.7;2.4;1
20260801-R9C2;2026-08-01;CAGNES/MER;5;INFERNAL SPIRIT;0.08928;0.34737;0.24874;0;2.4;3.4;1
20260801-R9C2;2026-08-01;CAGNES/MER;6;IDEM JIHEM;0.05339;0.04904;0.09721;0;17.0;8.7;1
20260801-R9C2;2026-08-01;CAGNES/MER;7;GAUDI TIT;0.10362;0.10421;0.21685;0;8.0;3.9;1
20260801-R9C3;2026-08-01;CAGNES/MER;1;JASMINE WINNER;0.03559;0;0.03857;0;;22.0;1
20260801-R9C3;2026-08-01;CAGNES/MER;2;KABRIEL;0.04574;0.05611;0.02652;0;15.0;32.0;1
20260801-R9C3;2026-08-01;CAGNES/MER;3;ILLICO RIVOIS;0.01628;0;0.02828;0;;30.0;1
20260801-R9C3;2026-08-01;CAGNES/MER;4;JARNAC DE L'ITON;0.03132;0.36594;0.25713;0;2.3;3.3;1
20260801-R9C3;2026-08-01;CAGNES/MER;5;GAETANE DU VIVIER;0.12305;0.06474;0.02926;0;13.0;29.0;1
20260801-R9C3;2026-08-01;CAGNES/MER;6;KALIE TEJY;0.17535;0.13151;0.13468;0;6.4;6.3;1
20260801-R9C3;2026-08-01;CAGNES/MER;7;JENNY LEGEND;0.47971;0.10654;0.29259;0;7.9;2.9;1
20260801-R9C3;2026-08-01;CAGNES/MER;8;KING'S DAY;0.02952;0.06474;0.07071;0;13.0;12.0;1
20260801-R9C3;2026-08-01;CAGNES/MER;9;INO DE BREVOL;0.0081;0;0.01973;0;;43.0;1
20260801-R9C3;2026-08-01;CAGNES/MER;10;JULIA DOCTOR;0.03842;0.21042;0.08485;1;4.0;10.0;1
20260801-R9C3;2026-08-01;CAGNES/MER;11;JALAPA;0.01691;0;0.01768;0;;48.0;1
20260801-R9C4;2026-08-01;CAGNES/MER;1;MACHA DE CAHOT;0.33956;0.07613;0.09127;0;11.0;9.3;1
20260801-R9C4;2026-08-01;CAGNES/MER;2;MERCURY DELO;0.01624;0.02393;0.02829;0;35.0;30.0;1
20260801-R9C4;2026-08-01;CAGNES/MER;3;MANGO CASTELETS;0.23443;0.27015;0.19741;0;3.1;4.3;1
20260801-R9C4;2026-08-01;CAGNES/MER;4;MANUELLA DE PLAY;0.2149;0.20426;0.33954;0;4.1;2.5;1
20260801-R9C4;2026-08-01;CAGNES/MER;5;MISS DE LA COTE;0.01021;0.05982;0.03144;0;14.0;27.0;1
20260801-R9C4;2026-08-01;CAGNES/MER;6;MYSTERE DE L'AVRE;0.03557;0.09203;0.09227;1;9.1;9.2;1
20260801-R9C4;2026-08-01;CAGNES/MER;7;MYSTIC BOND;0.05013;0.05583;0.0653;0;15.0;13.0;1
20260801-R9C4;2026-08-01;CAGNES/MER;9;MADGIC STRYCK;0.03403;0.11166;0.07717;0;7.5;11.0;1
20260801-R9C4;2026-08-01;CAGNES/MER;10;MOONLIGHT DANICA;0.04351;0.06979;0.04993;0;12.0;17.0;1
20260801-R9C4;2026-08-01;CAGNES/MER;11;MUCHO CASH;0.02142;0.03641;0.02738;0;23.0;31.0;1
20260801-R9C5;2026-08-01;CAGNES/MER;1;KATMAI;0.01338;0.05602;0.03356;0;15.0;25.0;1
20260801-R9C5;2026-08-01;CAGNES/MER;2;JOLI CHARMEUR;0.009;0.05602;0.05994;0;15.0;14.0;1
20260801-R9C5;2026-08-01;CAGNES/MER;3;KITKO TEJY;0.00834;0.05602;0.02468;0;15.0;34.0;1
20260801-R9C5;2026-08-01;CAGNES/MER;4;JAKARTA MADRIK;0.02557;0;0.02152;0;;39.0;1
20260801-R9C5;2026-08-01;CAGNES/MER;5;I PLAY POKER;0.00861;0;0.04196;0;;20.0;1
20260801-R9C5;2026-08-01;CAGNES/MER;6;KYMIJALLY;0.05293;0.07639;0.23975;0;11.0;3.5;1
20260801-R9C5;2026-08-01;CAGNES/MER;7;KATE DU RIL;0.79379;0.30012;0.31078;1;2.8;2.7;1
20260801-R9C5;2026-08-01;CAGNES/MER;8;JUP AND STAR;0.01147;0.10637;0.03108;0;7.9;27.0;1
20260801-R9C5;2026-08-01;CAGNES/MER;9;KAPORAL VISAIS;0.03688;0.02155;0.09023;0;39.0;9.3;1
20260801-R9C5;2026-08-01;CAGNES/MER;10;JAURESS DE CANI;0.01103;0.10637;0.04662;0;7.9;18.0;1
20260801-R9C5;2026-08-01;CAGNES/MER;11;JERICHO;0.029;0.22114;0.09989;0;3.8;8.4;1
20260801-R9C6;2026-08-01;CAGNES/MER;1;KULYSSONE D'ISQUES;0.16774;0.09537;0.03132;0;8.9;27.0;1
20260801-R9C6;2026-08-01;CAGNES/MER;2;KALYPSIA BOND;0.02105;0.03265;0.04975;0;26.0;17.0;1
20260801-R9C6;2026-08-01;CAGNES/MER;3;KERIA FLEURY;0.02142;0.35368;0.09397;0;2.4;9.0;1
20260801-R9C6;2026-08-01;CAGNES/MER;4;KLAIRE DE PLAY;0.04406;0;0.02563;0;;33.0;1
20260801-R9C6;2026-08-01;CAGNES/MER;5;KALLIOPE DU CAIEU;0.0437;0.14635;0.08543;0;5.8;9.9;1
20260801-R9C6;2026-08-01;CAGNES/MER;6;KADOLE JULOUROZO;0.24812;0.08935;0.21686;0;9.5;3.9;1
20260801-R9C6;2026-08-01;CAGNES/MER;7;KOH PHI PHI ISLAND;0.121;0.04467;0.14096;1;19.0;6.0;1
20260801-R9C6;2026-08-01;CAGNES/MER;8;KAVALE DU CHOQUEL;0.0245;0.02572;0.02487;0;33.0;34.0;1
20260801-R9C6;2026-08-01;CAGNES/MER;9;KACY AND GEPE;0.02106;0;0.02916;0;;29.0;1
20260801-R9C6;2026-08-01;CAGNES/MER;10;KATE METEOR;0.28736;0.21221;0.30205;0;4.0;2.8;1
20260802-R3C1;2026-08-02;ENGHIEN;1;JULIE DU NORD;0.01487;;0.08499;0;;10.0;0
20260802-R3C1;2026-08-02;ENGHIEN;2;JAZZ OPERA;0.20065;;0.30354;0;;2.8;0
20260802-R3C1;2026-08-02;ENGHIEN;3;JOKER DREAM;0.28503;;0.27417;0;;3.1;0
20260802-R3C1;2026-08-02;ENGHIEN;4;HADDOCK D'ECOUVES;0.16821;;0.09999;1;;8.5;0
20260802-R3C1;2026-08-02;ENGHIEN;5;GRAAL DE MY;0.02082;;0.01062;0;;80.0;0
20260802-R3C1;2026-08-02;ENGHIEN;6;ICONE PLANCHETTE;0.10073;;0.10365;0;;8.2;0
20260802-R3C1;2026-08-02;ENGHIEN;7;HOLLY GREEN;0.02932;;0.01133;0;;75.0;0
20260802-R3C1;2026-08-02;ENGHIEN;8;HORSE DE GRAMMONT;0.01539;;0.01932;0;;44.0;0
20260802-R3C1;2026-08-02;ENGHIEN;9;JOGGER KILY;0.16497;;0.09238;0;;9.2;0
20260802-R3C2;2026-08-02;ENGHIEN;1;NUIT D'IVRESSE JAF;0.01729;0.01057;0.00918;0;80.0;92.0;1
20260802-R3C2;2026-08-02;ENGHIEN;2;NOVA DU FER;0.02835;0.08542;0.0497;0;9.9;17.0;1
20260802-R3C2;2026-08-02;ENGHIEN;3;NALISMA;0.06341;0.16913;0.27256;1;5.0;3.1;1
20260802-R3C2;2026-08-02;ENGHIEN;4;NOBLESSE JISCE;0.04629;0.08456;0.05281;0;10.0;16.0;1
20260802-R3C2;2026-08-02;ENGHIEN;5;NEPTUNE DE BLARY;0.04413;0.17258;0.22836;0;4.9;3.7;1
20260802-R3C2;2026-08-02;ENGHIEN;6;NOUMEA DES BROUETS;0.01576;0.03523;0.06035;0;24.0;14.0;1
20260802-R3C2;2026-08-02;ENGHIEN;7;NI OUI NI NON;0.10596;0.05285;0.05281;0;16.0;16.0;1
20260802-R3C2;2026-08-02;ENGHIEN;8;NOUMEA COCONUT;0.55299;0.14094;0.1018;0;6.0;8.3;1
20260802-R3C2;2026-08-02;ENGHIEN;9;NIGHT OF CARLESS;0.12582;0.24872;0.17243;0;3.4;4.9;1
20260802-R3C3;2026-08-02;ENGHIEN;1;MERCEDES DU LOISIR;0.017;0.02413;0.02057;1;35.0;41.0;1
20260802-R3C3;2026-08-02;ENGHIEN;2;MEDINA DREAM;0.05474;0.04021;0.02721;0;21.0;31.0;1
20260802-R3C3;2026-08-02;ENGHIEN;3;MINDIE DES PRES;0.02358;0.03248;0.01562;0;26.0;54.0;1
20260802-R3C3;2026-08-02;ENGHIEN;4;MISS ROBINSON;0.51039;0.40211;0.40162;0;2.1;2.1;1
20260802-R3C3;2026-08-02;ENGHIEN;5;MA BIMBO;0.02614;0.07037;0.08606;0;12.0;9.8;1
20260802-R3C3;2026-08-02;ENGHIEN;6;MOON NORMANDY;0.10168;0.10826;0.14295;0;7.8;5.9;1
20260802-R3C3;2026-08-02;ENGHIEN;7;MA DOUCE DE DALINE;0.06934;0.14312;0.11879;0;5.9;7.1;1
20260802-R3C3;2026-08-02;ENGHIEN;8;MAYWENN DU GUERET;0.16652;0.09488;0.10285;0;8.9;8.2;1
20260802-R3C3;2026-08-02;ENGHIEN;9;MINYA KONKA;0.03061;0.08444;0.08434;0;10.0;10.0;1
20260802-R3C4;2026-08-02;ENGHIEN;1;IKILIK;0.02048;0.02936;0.02563;0;29.0;33.0;1
20260802-R3C4;2026-08-02;ENGHIEN;2;IDEE SHANNON;0.42452;0.05322;0.04975;0;16.0;17.0;1
